artist,song,lyrics,url
fergie,here i come,"Yeah
Yeah
Yeah
Ain't nobody rock it like this
Ain't nobody out there swift like this
Everywhere I go all I hear is this (you're all right)
Yes, I must confess
And it's true we keeps it fresh
Cause keepin' it fresh is my main interest
Just stayin' consistent flippin' them hits
Can't hate on this
So hate if you wanna wanna
Cause that ain't gon' make me wanna
Gon' stop what I'm doin' to you
Co' ma beat go bu-mp, bu-mp
In the club they be jumpin', jumpin'
To the bass that's like pumpin', pumpin'
And the girls like the speakers thumpin'
Cause I told 'em to shake they humps
And any minute I'll be rollin' through
So get ready, so get ready
And any minute I'll be comin' through
So get ready, so get ready
Cause here I come; get ready, 'cause here I come
Comin' for ya, baby (get ready, 'cause here I come)
Takin' ya higher now (get ready, 'cause here I come)
Get ready, 'cause here I come
Ain't nobody rip it like me
F to the E-R-G-I-E
I rock it hardcore for my fly ladies
I rock it, yes indeed
I represent Los Angeles City
Hacienda Heights is the vicinity
Old school homies still rollin' with me
Money don't change me
So hate if u gotta gotta,
Cause I gotta lotta, lotta
Fans that I holla, holla
I'm makin' it hot, hot
In the club they be jumpin', jumpin'
To the bass thats like pumpin', pumpin'
And the girls like the speakers thumpin'
Cause I told 'em to shake they humps
Oh!
Will.i.am steppin' in just like a gentleman
Dressed to impress just to mess with them feminines
Buy you long island but my name ain't Gilligan
If I get you tipsy, do you mind if I fill him in?
How ya doin'? Yeah, yeah, what's the dealy?
You can call me Willy, you can call me Billy
You can call me whatever you'd like, no, really
Just don't call me up 'cause I got a milli-on dollars in the bank
Gotta be frank
Captain Hook chicks quick to make you walk the plank
Pirates of the Caribbean; I ain't bein' robbed for my dividends for not seein' it comin'
I keep movin' and runnin', I keep shootin' and gunnin'
I'm holdin it down, I ain't foolin' around
Will.i.am bring the heat in your town",,
fergie,wake up,"What!
Uh uh
Ah-huh
Give it to me now
Well, why do I keep pulling out the roots in my hair?
I'm picking at my face, its obvious there's nothing there
What do keep at the edge of my skin?
It feels so good to have a taste of what I'm crawling in.
I got to go, I got to leave
The waves are changed today I'm pulling me
Even though I go with hip-hop, today, its taking to your next game*
Wake up, wake up
Wake up, wake up
Cuz I'll be leaving you today now
Shake up, shake up, don't breakup breakup
Take your lips off mine
Who could see these words are swinging?
Wake up, wake up, wake up, wake up,
What did you keep coming out two sides of your mouth?
You didn't think I had hit my people on how your selling out
What did you think making your decision I'm dumb
Manipulative, Calculative, and a pet, you thought
I didn't know I couldn't see,
The spade and plain plan for using me
Like the picture you counterfeit its time to say good-night,
Its not a reason to say Good-bye, good-bye, buhbye
The coffee is brewing now...
As for me pouring out
Eyes open now I see,
All that you take from me!",,
gary brooker,old manhattan melodies,"(Gary Brooker/Pete Sinfield)
Wouldn't changed a single word
Or touch a single note
Of those old songs those New York Songs
Of love that we once wrote
And though it hurts now we're apart
And different dreams pursue
Fragments of those songs remain
In whispered shades of blue
Old Manhattan melodies
Echo through my broken heart and call me back to you
Old Manhattan melodies . . .
Why Oh why the echoes cry I only wish I knew
Lighthouse shine in Quarter time
And guide me from this coast
In case I run around once more
And meet you or your ghost
I 'ver tried I can't turn back the clock
Your ships too long at sea
A dream the river stole away
Oh Misty Melody ...
Old Manhattan melodies . . .
Echo through my aching heart and tell me you're still true
Old Manhattan melodies
Why Oh why the whole world cries I only wish I knew
Old Manhattan melodies .. .
Every note a memory some happy and some blue
Old Manhattan melodies . . .
Whisper through my lonely heart and call me back to you.",,
the drifters,on broadway,"They say the neon lights are bright
On Broadway (on Broadway)
They say there's always magic in the air (on Broadway)
But when you're walkin' down that street
And you ain't got enough to eat
The glitter rubs right off and you're nowhere
They say the girls are somethin' else
On Broadway (on Broadway)
But lookin' at them just gives me the blues (on Broadway)
How ya gonna make some time
When all you got is one thin dime
And one thin dime won't even shine your shoes (on Broadway)
They say that I won't last too long on Broadway (on Broadway)
I'll catch a Greyhound bus for home they all say (on Broadway)
But they're wrong, I know they are
I can play this here guitar
And I won't quit till I'm a star
On Broadway (on Broadway)
But they're wrong, I know they are
I can play this here guitar
And I won't quit till I'm a star on Broadway (on Broadway)
On Broadway (on Broadway)
I'm gonna make it, yeah (on Broadway)
I'll be a big, big man (on Broadway)
I'll have my name in lights (on Broadway)
Everybody gonna know me (on Broadway)
All up and down Broadway (on Broadway)
All up and down Broadway (on Broadway)
All up and down Broadway",,
the drifters,up in the streets of harlem,"Up in the streets of Harlem, 110th and Park
That's where my baby waits for me, there in the dark
And I'm going, going, going, going, going, gonna tell her, tonight
Oh baby, don't wait for me I've got to go now
Baby, don't you see we've got to show now
That this world is much too slow now
Up in the streets of Harlem (Harlem), 100th, 25th
They say we always swing there what a lie what a myth
And I'm going, going, going, going, going, gonna tell her, tonight
Oh baby, don't turn your back on me I'm leaving
I've gotta fight for what I believe in
Don't want no more of hate and grievin'
You know that I love you, but I'm going away
From the streets, the streets of Harlem
From the streets, the streets of Harlem
Up in the streets of Harlem (Harlem), the tenements and the dirt
I see my baby's face there full of shame, full of hurt
And I'm going, going, going, going, going, gonna tell her, tonight
Oh baby, please let me go, my friends are dyin'
I can't sleep 'cause I know they're tryin'
To keep the little ones from cryin'
In the streets, the streets of Harlem
In the streets, the streets of Harlem
In the streets, the streets of Harlem",,
cat stevens,new york times,"New York poor New York
New York poor New York
Cars choking your child to death
But you don't want to see
Cause you only think about yourself
How blind can you be
New York poor New York
Sniper on the rooftop New York
New York poor New York
Not fit for a dog in New York
Everybody bites on the Big Apple
Leave the hungry in tears
But no one gives a damn no one really cares
How they feel they're just paper people not real
You need a gun to walk into New York
Now you're broke and you're out on a ledge
Who can help you this time
Now you're down to your very last cent
Still you're askin' me who was your friend
I was your friend
New York poor New York
Who turned the lights out in New York
New York poor New York
Just another blackout in New York
Girl dead on the 26th floor
But no one knew her name
Found her body behind the door
Too young for the game
New York poor New York
Devils in the subway New York
New York poor New York
New York poor New York
Talkin' talkin' talkin', watch out
Harlem touching midtown New York
New York poor New York
Talkin' 'bout New York New York
Money's getting tighter New York
They're burning the bridges to New York",,
3rd bass,brooklyn queens,"Brooklyn!
Brooklyn!
Real cool 'cause Brooklyn's cool!
Friday doin' the last day of school
Girls steppin' to the mall to swing
Settin' up dollars for their summer fling
Cars on the avenue create gridlock
And there's girls like MAD at the bus stop
Not waitin' on the bus, but waitin' on the cash flow
Fellas are laughin', gassin' the past hoe
Girl steps to me and pushes issue
That knot you got, is that money or tissue?
Feelin' on the bulge, thinkin' it's her own
I tell her that it's money and she should move on
She says she's pure from legs to her thighs
And we should talk over some Chinese and fries
I tell her to step, but hey that's the scene
'Cause she ain't nothin' but a Brooklyn Queen
We are looking for 'Brooklyn'
We are looking for the Brooklyn-Queens!
State the rhyme, borough of Brooklyn
Otherwise known as Crooklyn
Freaks fortify flesh with gold
Ears hang trunk, in a slave hold
Walk past, don't get the time of day
Played like suede, on a summer sway
Conversated, till I made her laugh
Said, 'I'm Pete Nice, you want my autograph?'
Oval Office closed as she heard this
She said, 'From third Bass? I could do this'
Listen closely, slowly took a swig of intoxicants
'Cause the Brooklyn Queen's a gold digger
[Chorus: x2]
Squared away with my digits and tonight's plans
When I feel a crab grab my right hand
Slapped her on the back, tried to calm her
Asking her, 'Now what's the reason for the drama?'
Her next move was straight out of textbook
'Haven't we met before?' Giving me a sex look
Yo Wisdom, your lyrics are in bad taste
So I'm forced to give you nothing but the Gas Face
You better go, for hoppin' on the cab or bus
'Cause you're downtown and you're simply too fabulous
But get this, ain't this a humdinger?
She stepped to a retard sportin' a four-finger ring
Somewhere in the skin tight jeans
I'm gonna scoop the best of the Brooklyn-Queens
Last exit to Brooklyn I enter
Carefully the Queen holds my scepter
Gettin' numb like a Derelict on scotch
I'm Dick Lewis, cause baby I'm watchin' you
scheme on a brother for a knot
To choose between the have and the have-not
Do you doubt the shade of vanilla?
I'll play Elvis and you play Priscilla
Oh he's no hero, better yet Billy Dee
Advertise cheap liquor for a fee
A Brooklyn Queen, rushes Russell Simmons
That's like Tyson rushin' Givens
Brooklyn!
Brooklyn-Queens
Brooklyn-Queens
Brooklyn-Queens
Who's on Prince Paul's cactus?
Brooklyn-Queens
Ha ha ha, yeah check it out
Brooklyn-Queens
Yo, 'Brooklyn-Queens",,
don henley,new york minute,"Harry got up
Dressed all in black
Went down to the station
And he never came back
They found his clothing
Scattered somewhere down the track
And he won't be down on Wall Street in the morning
He had a home
The love of a girl
But men get lost sometimes
As years unfurl
One day he crossed some line
And he was too much in this world
But I guess it doesn't matter anymore
In a New York minute
Everything can change
In a New York minute
Things can get pretty strange
In a New York minute
Everything can change
In a New York minute
Lying here in the darkness
I hear the sirens wail
Somebody going to emergency
Somebody's going to jail
You find somebody to love in this world
You better hang on tooth and nail
The wolf is always at the door
In a New York minute
Everything can change
In a New York minute
Things can get little strange
In a New York minute
Everything can change
In a New York minute
And in these days
When darkness falls early
And people rush home
To the ones they love
You better take a fool's advice
And take care of your own
One day they're here
Next day they're gone
I pulled my coat over my shoulders
And took a walk down through the park
The leaves were falling around me
The groaning city in the gathering dark
On some solitary rock
A desperate lover left his mark,
Baby, I've changed, please come back
What the head makes cloudy
The heart makes very clear
The days were so much brighter
In the time when she was here
I know there's somebody, somewhere
Make these dark clouds disappear
Until that day, I have to believe
I believe, I believe
In a New York minute
Everything can change
In a New York minute
You can get out of the way
In a New York minute
Everything can change
In a New York minute
In a New York minute
Everything can change
In a New York minute
Things can get little strange
In a New York minute
Everything can change (in a New York minute)
In a New York minute
Everything can change
In a New York minute
You can get out of the way
In a New York minute",,
the blood brothers,new york slave,"Her smiles flashed SOS in that dress of sea anemone skin.
He pinned his heart to his tuxedo it throbbed
And hissed like a rabid jewel.
From the back of the chapel cracked
And crystal our gaze locked in temptation.
A priest with a glass eye sang songs of christian desperation.
The flower girls were all sown up,
They're hanging from the rafters.
Showering your matrimony like a guillotine's laughter.
'dearly beloved we are gathered here to witness,
The sacred union of vibrancy and sickness...
Do you take this man with the diamond skin tie?
And when you are fucking him will you scream dollar signs?
Let me introduce you to a new phrase...
New york noose for a new york slave.'
Stained glass eyes wink through mother maty's navelscope...
Who's pupils are watching?
The priest's tongue slips out like a jackal.
Every eye in the audience spinning like a drill.
The groom plucks a key from the rapture tree
And opens her ribcage like a squealing armoire.
Her lungs and liver screaming mercy mercy mercy,
While they re arrange the wires in her heart.
I now pronounce you smiling like a grave,
I now pronounce you a new york slave.
Now every dripping chest wound is getting little guilt feelings,
What about your new life do you crave?
He's your ticket to fame but your his new york slave.",,
elvis costello,why,"Why is Daddy not here?
Are you crying ?
Why?
Does he still love me?
Will you take care of me ?
If you both love me so
Why don't you love each other
Mummy's gone missing
Daddy's on fire
Daddy's on fire
Daddy's on fire",,
elvis costello,chelsea,"Photographs of fancy tricks to get your kicks at sixty-six
He thinks of all the lips that he licks
And all the girls that he's going to fix
She gave a little flirt, gave herself a little cuddle
But there's no place here for the mini-skirt waddle
Capital punishment, she's last year's model
They call her Natasha when she looks like Elsie
I don't want to go to Chelsea
Oh, no, it does not move me
Even though I've seen the movie
I don't want to check your pulse
I don't want nobody else
I don't want to go to Chelsea
Everybody's got new orders
Be a nice girl and kiss the warders
Now the teacher is away
All the kids begin to play
Men come screaming, dressed in white coats
Shake you very gently by the throat
One's named Gus, one's named Alfie
I don't want to go to Chelsea
Oh, no, it does not move me
Even though I've seen the movie
I don't want to check your pulse
I don't want nobody else
I don't want to go to Chelsea
Photographs of fancy tricks to get your kicks at sixty-six
He thinks of all the lips that he licks
And all the girls that he's going to fix
She gave a little flirt, gave herself a little cuddle
But there's no place here for the mini-skirt waddle
Capital punishment, she's last year's model
They call her Natasha when she looks like Elsie
I don't want to go to Chelsea
Oh, no, it does not move me
Even though I've seen the movie
I don't want to check your pulse
I don't want nobody else
I don't want to go to Chelsea",,
elvis costello,new amsterdam,"You're sending me tulips mistaken for lilies
You give me your lip after punching me silly
You turned my head till it rolled down the brain drain
If I had any sense now I wouldn't want it back again
New Amsterdam it's become much too much
Till I have the possession of everything she touches
Till I step on the brake to get out of her clutches
Till I speak double dutch to a real double duchess
Down on the mainspring, listen to the tick tock
Clock all the faces that move in on your block
Twice shy and dog tired because you've been bitten
Everything you say now sounds like it was ghost-written
New Amsterdam it's become much too much
Till I have the possession of everything she touches
Till I step on the brake to get out of her clutches
Till I speak double dutch to a real double duchess
Back in London they'll take you to heart after a little while
Though I look right at home I still feel like an exile
Somehow I found myself down at the dockside
Thinking about the old days of Liverpool and Rotherhithe
The transparent people who live on the other side
Living a life that is almost like suicide
New Amsterdam it's become much too much
Till I have the possession of everything she touches
Till I step on the brake to get out of her clutches
Till I speak double dutch to a real double duchess",,
elvis costello,opportunity,"Born in the middle of a second big baby boom
Those noisy boys just might have spoken up too soon
Now I'm looking for a little girl, I wonder where she's gone
Big money for families having more than one
Opportunity, opportunity
This is your big opportunity
They shop around
follow you without a sound
Whatever you do now
Don't turn around
Whatever happened to the pride of the nation?
They say, 'just wait until you break formation'
She was sitting pretty on a velvet cushion
But her bedroom eyes were like a button she was pushing
She said, 'When they get to Dover they'll be be taking over'
I said I'd come to her defense and then she pulled me over
I'm in the foxhole, I'm down in the trench
I'd be a hero but I can't stand the stench
The Fitness Institute was full of General Motormen
And the 'Hello House of Beauty' wouldn't stand a chance with them
The chairman of this boredom is a compliment collector
I'd like to be his funeral director
Please don't turn around",,
elvis costello,smile,"Smile though your heart is aching
Smile even though it's breaking
When there are clouds in the sky
You'll get by
If you smile through your fear and sorrow
Smile and maybe tomorrow
You'll see the sun come shining through
For you
Light up your face with gladness
Hide every trace of sadness
Although a tear
May be ever so near
That's the time you must keep on tryin'
Smile, what's the use of cryin'
You'll find that life is still worthwhile
If you'd just smile
Smile",,
the cure,the dream,"You're too far away
Too far away to touch
And this mother's love inside me
Hurts too much
Prettily waving
Playing on the sand
Dreaming of everything
Dancing
Dancing in our hands
Dancing
Dancing
Dizzy dizzy dizzy
As I speak
Like a tumbling cat
I watch in fascination
Like a vampire bat
Don't do it don't do it
Don't do it don't do it
Don't give it away
We'll use it up tomorrow
If we don't use it today
Rest your head
Oh just put it outside
All wrapped up in ribbons
The night
The dream
The time love died
We pushed it in our mouths
Pushed it deep inside
All wrapped up in ribbons
The night
The dream
The time
Love died",,
ann beretta,broadway,"Outside just an hour ago, I see it on the corner and the city below,
Inside you know we're all alone, But we all need a place to go,
I seen it on the corners, And the avenues,
Outside you know we'll find a home.
When I sing a song about the city tonight, I leave the lights behind,
You know it's lost inside, And you know I'm right, I leave the city behind.
Outside in the streets below, I've seen it in the faces,
And know it's so, In time you know we're on our own,
But we all need a place to go, I seen it on the corners and the avenues,
Outside you know I'll find a home. We're running down Broadway,
And there's no place I'd rather be,
When I sing a song about the city tonight, I leave the lights behind,
You know it's lost inside, And you know I'm right,
And inside you know I'm right, I leave the city behind.
We're running down Broadway, And there's no place I'd rather be,
When I sing a song about the city tonight,",,
ann beretta,fuel,"Just another boy fueled by the revolution,
Just another unlucky soul left for you to tread on,
Just another one living in this mass confusion,
Just another empty hearted soul left for you to burn!
Automatic is the way that she moves,
It's an illusion, And in time I think
I'll believe that it was good to know you,
So I live by my words and my own convictions,
But for now I'll have to believe I'm living to learn.
So hard to forgive what I could never forget,
When your words they cut so deep,
So I pick the scabs with nothing left to lose,
You know I've got the scars to prove.
So hard to forgive what I could never forget,
When your words they cut so deep,
So I pick the scabs with nothing left to lose,
You know I've got the scars to prove.
Just another boy fueled by the revolution,
Just another unlucky soul left for you to tread on,
Automatic is the way that she moves,
It's an illusion,
And in time I think I'll believe that it was good to know you.
So hard to forgive what I could never forget,
When you're words they cut so deep,
So I pick the scabs with nothing left to lose,
You know I've got the scars to prove.",,
biohazard,howard beach,"Total uproar, media explodes
Inter-racial violence totally unloads
Not from the streets speak naivetees
Urban youth repeat it's just reality
Howard Beach
Howard Beach
Howard Beach
Media raging, a battle of TV ratings
Jackass bureaucracy fuels the fire of hating
Unfortunate happening of a young man's death
Creating racial tension with every breath
Howard Beach
Howard Beach
Howard Beach
Media bullshit
Next time you put on the TV screen
And the man is preaching about shit he's never seen
Change the channel and ignore the fool
Get out in the streets then you go to school
Howard Beach
Howard Beach
Howard Beach
Howard",,
continental drifters,new york,"Written by carlo nuccio
Main voice: carlo
Produced by continental drifters
Released on 'continental drifters' (1995)
You said it from new york
With a tear in your eye
You said it from a pay phone
I say it was a lie
'cause you said it with indifference
I heard it that way too
And even the color blind
Know what's black from white, oh right.
And you don't have to shout
I hear you fine
I'm not tryin' to wear you out
But don't expect me to ease you
It seems such an injustice
Given the way we feel
I guess sometimes
It just turns out like that.
All handle each rejection
Kinda tired, rather careless, I find it hard to breathe
And if you don't want to see me cry
Don't ever say goodbye.
I can't pin it on him
Girl, I can't blame you
From the ring on your finger
I guess I always knew
It seems such an injustice
Given the way we feel
I guess sometimes
It just turns out like that.
All handle each rejection
Kinda tired, rather careless, I find it hard to breathe
And if you don't want to se me cry
Don't ever say goodbye.
Don't ever say goodbye.
You said it from new york
With a tear in your eye
You said it from a pay phone
I say it was a lie
'cause you said it with indifference
And I'm sure I heard it true
And even the color blind
Know about ya.
I am, girl
I'm so scared of bein' alone
In this place so faraway
From what I call home
If you don't want to see me cry
Don't ever say goodbye.
Don't ever say goodbye
Don't ever say, don't ever say
Don't ever say, don't ever say, owe.",,
bob marley,reggae on broadway,"Eh-eh! ooh, Lord.
Eh-eh, mama, eh!
Get out on the floor
And you give me some-a more now.
Get out on the floor, baby.
Come on, give me some-a more now. Uh!
I'm in the groove
To give you some-a love-a now.
I'm in the groove, baby.
I'm gonna give you some-a love now.
I go down, down, down, down,
Down, down, down, down, down! (Eh, ooh, I like it)
Get down! (Eh-eh, baby, look g'yeah now!)
Reggae is on Broadway (where you take it?),
Reggae is on Broadway (good Lord),
Reggae is on Broadway (look g'yeah now!),
Reggae is on Broadway (give it to me baby!),
Reggae is on Broadway (where you take it?),
Reggae is on Broadway (ruba-ba-ba!).
Eh, ah!
... , uh! Eh!
I'm in the mood
To give you some food now.
Get on the floor, baby.
I said you give me it once more now.
I'm on the groove
To give you some-a good-a love.
I'm on the mood, baby.
I'm gonna give you, give you love now. Eh!
Down, down, down, down, (don't ... me)
Down, down (whoa!), down, down (take it or leave it, baby), down! (Eh-eh!)
Get down! (Eh! Baby!)
Reggae is on Broadway (Reggae is on Broadway!)
Reggae is on Broadway (can you hear me?),
Reggae is on Broadway (Reggae on Broadway!),
Reggae is on Broadway (I tell you),
Reggae is on Broadway,
I say, Reggae is on Broadway.
Uh-uh, good God!
Reggae is on Broadway,
Reggae is on Broadway (Reggae on Broadway),
Reggae is on Broadway,
Reggae is on Broadway (Reggae, reggae is on Broadway),
Reggae is on Broadway (yeh g'yeah!),
Reggae is on Broadway (Reggae on Broadway!),
Reggae is on Broadway,
Reggae is on Broadway, (Reggae, reggae, reggae, reggae, reggae is on Broadway!)
Reggae is on Broadway,
Reggae is on Broadway (good Lord),
Reggae is on Broadway (uh, I like it),
Reggae is on Broadway (Reggae on Broadway),
Reggae is on Broadway,
Reggae is on Broadway, (Reggae, reggae is on Broadway!)
Reggae is on Broadway,
Reggae is on Broadway,
Reggae is on Broadway,
Reggae is on Broadway,
Reggae is on Broadway.
/fadeout/",,
bob marley,stop that train,"Stop that train, I'm leavin' today!
Stop that train, I'm leavin' anyway!
Stop that train, I'm leavin'
And I said, it won't be too long whether I'm right or wrong
I said, it won't be too long whether I'm right or wrong
All my good life I've been a lonely man
Teachin' my people who don't understand
And even though I tried my best
I still can't find no happiness
So I got to say
Stop that train, I'm leavin' oh, baby now!
Stop that train, I'm leavin', I don't care what you say!
Stop that train, I'm leavin'
And I said, it won't be too long whether I'm right or wrong
I said, it won't be too long whether I'm right or wrong
Some goin' east, and-a some goin' to west
Some stand aside to try their best
Some livin' big, but the most is livin' small
They just can't even find no food at all
I mean, stop it
Stop that train, I'm leavin', believe me, mm-hmm
Stop that train, I'm leavin', I don't mind!
Stop that train, I'm leavin'
And I said, it won't be too long whether I'm right or wrong
I said, it won't be too long whether I'm right or wrong
Stop that train, I'm leavin', believe me
Stop that train, I'm leavin', can't take it!
Stop that train, I'm leavin', got to be better!
It won't be too long whether I'm right or wrong
I said it won't be too long whether I'm right or wrong",,
bob marley,work,"We, Jah people, can make it work
Come together and make it work, yeah
We can make it work
We can make it work
Five days to go, working for the next day
Four days to go, working for the next day
Say we got, three days to go now, working for the next day
Two days to go (ooh), working for the next day, yeah
Say we got, one day to go, working for the
Every day is
Work
Work
Work
Work
We can make it work
We can make it work
We, Jah people, can make it work
Come together and make it work
We can make it work
We can make it work",,
bob marley,africa unite,"Ziya-po ya-ya, pa-pa-ya-pa!
Ti-da-lee, na po-po pu-du-loo!
Ste-na-peh na-na po po-ro po!
Africa unite
'Cause we're moving right out of Babylon
And we're going to our Father's land
How good and how pleasant it would be
Before God and man, yeah
To see the unification of all Africans, yeah
As it's been said already
Let it be done, yeah
We are the children of the Rastaman
We are the children of the Iyaman
So, Africa unite
'Cause the children (Africa unite) wanna come home, yeah
Africa unite
'Cause we're moving right out of Babylon
And we're grooving to our Father's land
How good and how pleasant it would be
Before God and man
To see the unification of all Rastaman, yeah
As it's been said already, let it be done
I tell you who we are under the sun
We are the children of the Rastaman
We are the children of the Iyaman
So, Africa unite
Afri, Africa unite, yeah!
Unite for the benefit (Africa unite) of your people!
Unite for it's later (Africa unite) than you think!
Unite for the benefit (Africa unite) of my children!
Unite for it's later (Africa uniting) than you think!
Africa awaits (Africa unite) its creators!
Africa awaiting (Africa uniting) its creator!
Africa, you're my (Africa unite) forefather cornerstone!
Unite for the Africans (Africa uniting) abroad!
Unite for the Africans (Africa unite) a yard!",,
chicago,hold on,"Why, why, why won't you sympathize
And tell me where you're coming from?
My, my, my, don't you realize
We're not lovin' when there's something wrong?
Come here mama, let me make it right
I know that we can work it out
No sense talkin' 'bout a love gone bad
You got to hold on, hold on baby
Hold on, hold on baby
You got to hold on, hold on baby
You got to hold on
Why, why is it always something new?
Baby, I'm just dyin' to please
Cry, cry, cry when you're singin' the blues
I'm just bringin' my sympathies
Hey, little mama won't you change your mind?
Don't go running away
Please come home where you know you belong
You got to hold on, hold on baby
Hold on, hold on baby
You got to hold on, hold on baby
You got to hold on
And I know when the feeling gets you
It's gonna get you
And I know where it's gonna get you
Right there in the back of your mind
And I know when the feeling gets you
I won't forget you
Yes, you know that I won't forget you
Got too much on my mind
And I know when the feeling hits you
It's gonna hit you
Yes I know where it's gonna hit you
Right there in the back of your mind
I know when the feeling hits you
I'll never quit you
Yes, you know that I'll never quit you
Got too much on the line
And I know when the feeling get you
It's gonna get you
And I know where it's gonna get you
Right there in the back of your mind
I know when the feeling gets you
I won't forget you
Yes, you know that I won't forget you
Got too much on my mind
And I know when the feeling hits you
It's gonna hit you
Yes I know where it's gonna hit you
Right there in the back of your mind
I know when the feeling hits you
I'll never quit you
Yes, you know that I'll never quit you
Got too much on the line
You got to hold on, hold on, baby
Hold on, hold on, baby
Got to hold on, hold on baby
Got to hold on, hold on baby",,
chicago,broadway baby,"I'm just a Broadway baby
walkin' on my tired feet
poundin 42nd street
to be in a show
broadway baby
learnin how to sing and dance
waitin' for that one big chance
to be in a show
Gee, I'd like to be
on some marquee
all twinkling lights
a spark to pierce the dark
From battery park
to Washington heights
some day maybe
all my dreams will be repaid
heck I'd even play the maid
to be in a show
Hey, Mr. producer
I'm talkin to you sir
I don't need a lot
only what I've got
so I could work for
a nice man like you sir
on a big time Broadway
SHOW!",,
chicago,hollywood,"People running everywhere
Got no place to go
Got no time to look around to find out where they are
Where they are
Where they are
People having such a race
Don't know where it ends
Got beat the other man, not getting anywhere
Anywhere
Anywhere
Hollywood
Crazy neighborhood
Never understood why I stay
Hollywood
Lovely lady hood
Make you feel good
Every day
Feeling the night's flash by
Under the glowing eyes
Of the sweet butterflies
Watch
What you say
When you say it
Someone you know
Will betray it
Will betray it
Hollywood
Oh, crazy neighborhood
Never understood why I stay
Heard it through the grapevine
Heard it through the grapevine
Heard it through the grapevine",,
chicago,while the city sleeps,"While the city sleeps
Men are scheming
New ways to kill us
And tell us dirty lies
While the city sleeps
Earth is crumbling
Everyone talking
And doing not a thing
While the city sleeps
Men are dreaming
A world enlightened
Beyond this darkest age",,
chicago,uptown,"Walkin' through the fog on a cold and cloudy night
Lookin' through the smog that surrounds the mornin' light
The shades of brown. it gets me down, exactly like my life
I don't deserve the hand I'm dealt, a flush in spades of strife
I've grown tired of speeches that are nothing but a bore
So I'm rounding up the broken me and headin' on out the door
Without no lag I'm packin' my bag of discontented frowns
And hopping numer eighty-six, the first train that is freedom bound
Got my bag of many frowns and I'm takin' it on uptown
Big city lights
Funkier nights
Happier days
Goin' my way
It should be right
But I'm still uptight
Hey, I better put down
And get movin' on
I'm through with aggravation
Don't deserve the degradation
I'm putting all the negatives down
To hop the train that's feedom bound for uptown
Got my bag of many frowns and I'm takin' it on uptown",,
chicago,saturday in the park,"Saturday in the park,
I think it was the Fourth of July
Saturday in the park,
I think it was the Fourth of July
People dancing, people laughing
A man selling ice cream
Singing Italian songs
Everybody is another
Can you dig it (yes, I can)
And I've been waiting such a long time
For Saturday
Another day in the park
I think it was the Fourth of July
Another day in the park
I think it was the Fourth of July
People talking, really smiling
A man playing guitar
And singing for us all
Will you help him change the world
Can you dig it (yes, I can)
And I've been waiting such a long time
For today
Slow motion riders fly the colors of the day
A bronze man still can tell stories his own way
Listen children all is not lost, all is not lost, oh no, no
Funny days in the park
Every day's the Fourth of July
Funny days in the park
Every day's the Fourth of July
People reaching, people touching
A real celebration
Waiting for us all
If we want it, really want it
Can you dig it (yes, I can)
And I've been waiting such a long time
For the day, yeah yeah
Hoo hoo oh
Hmm hmmm
Hmm hmmm",,
chicago,another rainy day in new york city,"Another rainy day in New York City
Softly sweet, so silently it falls
As crosstown traffic crawls
Memories in my way in New York City
Tender, tough, too tragic to be true
And nothing i can do
City workers cheer
The taxis disappear
Another rainy day in New York City
Another spacey stay in New York city
High up in an overpriced hotel
The view is really swell
Windy, wet and gray in New york City
No one here i really want to see
Old friends and family
So suddenly serene
The air is fresh and clean
Another rainy day in New York City",,
chicago,have yourself a merry little christmas,"Have yourself a merry little Christmas
Let your heart be light
From now on, our troubles will be out of sight
Have yourself a merry little Christmas
Make the Yuletide gay
From now on, our troubles will be miles away
Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us once more
Through the years we all will be together
If the fates allow
So hang a shining star upon the highest bough
And have yourself a merry little Christmas now
Have yourself a merry little Christmas
Let your heart be light
From now on, our troubles will be out of sight
Have yourself a merry little Christmas
Make the Yuletide gay
From now on, our troubles will be miles away
Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us once more
Through the years we all will be together
If the fates allow
So hang a shining star upon the highest bough
And have yourself a merry little Christmas now",,
chicago,america,"America, America is free
America
America is you and me
The dream is fading before our eyes
Take some time to revive it
'We the people' must start right now
Don't expect our leaders to show us how
They don't have a clue what to do
If they knew how to stop the slide
We'd have seen some signs by now
To turn back the tide
We can't keep havin' you make our rules
When you treat us common folk like fools
It's time we stand up for our rights
Put Congress in our political sights
Make them pass laws that help us all
The founding fathers echo will be heard in the hall
By the people, for the people, everyone equal
'Cause this is
America, America is free
America
Everyone's free
America, America is free
America
America is you and me
Our declaration tell us we're all free and equal
No religion, no color, just people
No one better, no one worse
Everyone comes first
Time to unite as a nation
Go all in with no hesitation
Let's not shy away from what's right
Let's not shy away from the fight
If we work together at a steady pace
We will make the lane we love a better place
A better ...",,
